組付番号,存在フラグ,部品1,部品2,組立部品,部品1の構成部品,,,,,,,,,,,,,,部品2の構成部品,,,,,,,,,,,,,,組立部品の構成部品,,,,,,,,,,,,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
93,1,4,115,99,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,3,0,5,0,7,8,9,0,11,0,0,14,0,2,3,4,5,0,7,8,9,0,11,0,0,14,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
94,1,4,31,25,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,7,8,9,0,11,12,13,14,1,2,3,4,5,0,7,8,9,0,11,12,13,14,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
95,1,4,29,21,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,3,0,5,6,7,8,9,0,11,12,13,14,0,2,3,4,5,6,7,8,9,0,11,12,13,14,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
96,1,4,47,30,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,3,0,5,0,7,8,9,0,11,12,13,14,0,2,3,4,5,0,7,8,9,0,11,12,13,14,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
97,1,4,158,131,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,3,0,5,0,7,8,0,0,11,0,0,14,0,2,3,4,5,0,7,8,0,0,11,0,0,14,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
98,1,4,38,28,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,2,3,0,5,6,7,8,9,0,11,0,13,14,1,2,3,4,5,6,7,8,9,0,11,0,13,14,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
99,1,4,37,23,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,2,3,0,5,6,7,8,0,0,11,12,13,14,1,2,3,4,5,6,7,8,0,0,11,12,13,14,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
100,1,4,97,68,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,3,0,5,6,7,8,0,0,11,12,0,14,0,2,3,4,5,6,7,8,0,0,11,12,0,14,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
101,1,4,197,181,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,8,9,0,0,0,0,14,0,0,3,4,0,0,7,8,9,0,0,0,0,14,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
102,1,4,86,58,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,3,0,5,0,7,8,9,0,11,0,13,14,0,2,3,4,5,0,7,8,9,0,11,0,13,14,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
103,1,4,77,51,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,3,0,5,0,7,8,0,0,11,12,13,14,0,2,3,4,5,0,7,8,0,0,11,12,13,14,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
104,1,4,195,179,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,7,8,0,0,0,0,0,14,0,0,3,4,0,6,7,8,0,0,0,0,0,14,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
105,1,4,87,59,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,3,0,5,6,7,8,0,0,11,0,13,14,0,2,3,4,5,6,7,8,0,0,11,0,13,14,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
106,1,4,92,65,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,3,0,5,0,7,8,9,0,11,12,0,14,0,2,3,4,5,0,7,8,9,0,11,12,0,14,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
107,1,4,190,177,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,8,0,0,0,12,0,14,0,0,3,4,0,0,7,8,0,0,0,12,0,14,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
108,1,5,63,39,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,7,8,9,10,11,12,0,14,0,0,3,4,5,6,7,8,9,10,11,12,0,14,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
109,1,5,202,188,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,12,0,14,0,0,0,0,5,6,0,0,0,0,11,12,0,14,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
110,1,5,89,66,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,7,8,0,10,11,12,0,14,0,0,3,4,5,6,7,8,0,10,11,12,0,14,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
111,1,5,176,153,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7,8,0,0,11,0,0,14,0,0,3,4,5,0,7,8,0,0,11,0,0,14,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
112,1,5,205,191,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,11,0,0,14,0,0,0,0,5,6,0,0,9,0,11,0,0,14,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
113,1,5,156,130,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,7,8,0,0,11,0,0,14,0,0,3,4,5,6,7,8,0,0,11,0,0,14,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
114,1,5,183,171,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,11,12,0,14,0,0,0,0,5,6,0,0,9,0,11,12,0,14,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
115,1,5,149,123,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7,8,0,0,11,12,0,14,0,0,3,4,5,0,7,8,0,0,11,12,0,14,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
116,1,5,152,124,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7,8,9,0,11,0,0,14,0,0,3,4,5,0,7,8,9,0,11,0,0,14,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
117,1,5,82,61,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,7,8,9,10,11,0,0,14,0,0,3,4,5,6,7,8,9,10,11,0,0,14,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
118,1,5,220,212,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,14,0,0,0,0,5,0,0,0,9,0,11,0,0,14,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
119,1,5,216,201,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,14,0,0,0,0,5,0,0,0,0,0,11,12,0,14,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
120,1,5,229,223,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,14,0,0,0,0,5,0,0,0,0,0,11,0,0,14,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
121,1,5,200,187,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,12,0,14,0,0,0,0,5,0,0,0,9,0,11,12,0,14,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
122,1,5,114,91,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,7,8,9,0,11,0,0,14,0,0,3,4,5,6,7,8,9,0,11,0,0,14,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
123,1,5,219,213,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,0,0,14,0,0,0,0,5,6,0,0,0,0,11,0,0,14,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
124,1,5,11,233,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
125,1,5,129,84,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,7,8,0,10,11,0,0,14,0,0,3,4,5,6,7,8,0,10,11,0,0,14,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
126,1,5,120,95,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7,8,9,0,11,12,0,14,0,0,3,4,5,0,7,8,9,0,11,12,0,14,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
127,1,5,125,90,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,7,8,0,0,11,12,0,14,0,0,3,4,5,6,7,8,0,0,11,12,0,14,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
128,1,5,83,56,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,7,8,9,0,11,12,0,14,0,0,3,4,5,6,7,8,9,0,11,12,0,14,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
129,1,6,133,101,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,9,0,11,12,13,14,0,2,0,0,5,6,0,0,9,0,11,12,13,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
130,1,6,192,165,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,9,0,11,0,0,14,0,2,0,0,5,6,0,0,9,0,11,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
131,1,6,155,126,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7,8,9,0,0,12,0,14,0,0,3,4,0,6,7,8,9,0,0,12,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
132,1,6,140,106,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,2,0,0,5,0,0,0,0,0,11,12,13,14,1,2,0,0,5,6,0,0,0,0,11,12,13,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
133,1,6,138,107,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,2,0,0,5,0,0,0,9,0,11,0,13,14,1,2,0,0,5,6,0,0,9,0,11,0,13,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
134,1,6,182,166,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,11,0,13,14,0,2,0,0,5,6,0,0,0,0,11,0,13,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
135,1,6,41,28,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,2,3,4,5,0,7,8,9,0,11,0,13,14,1,2,3,4,5,6,7,8,9,0,11,0,13,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
136,1,6,206,194,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,11,0,0,14,0,2,0,0,5,6,0,0,0,0,11,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
137,1,6,198,179,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7,8,0,0,0,0,0,14,0,0,3,4,0,6,7,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
138,1,6,32,23,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,2,3,4,5,0,7,8,0,0,11,12,13,14,1,2,3,4,5,6,7,8,0,0,11,12,13,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
139,1,6,131,98,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,3,4,5,0,7,8,0,0,11,0,0,14,0,2,3,4,5,6,7,8,0,0,11,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
140,1,6,184,174,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,11,12,0,14,0,2,0,0,5,6,0,0,0,0,11,12,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
141,1,6,30,21,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,3,4,5,0,7,8,9,0,11,12,13,14,0,2,3,4,5,6,7,8,9,0,11,12,13,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
142,1,6,102,73,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,2,0,0,5,0,0,0,9,0,11,12,13,14,1,2,0,0,5,6,0,0,9,0,11,12,13,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
143,1,6,65,40,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,3,4,5,0,7,8,9,0,11,12,0,14,0,2,3,4,5,6,7,8,9,0,11,12,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
144,1,6,181,160,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7,8,9,0,0,0,0,14,0,0,3,4,0,6,7,8,9,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
145,1,6,173,143,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,9,0,11,12,0,14,0,2,0,0,5,6,0,0,9,0,11,12,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
146,1,6,172,139,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,2,0,0,5,0,0,0,0,0,11,0,13,14,1,2,0,0,5,6,0,0,0,0,11,0,13,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
147,1,6,161,137,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,11,12,13,14,0,2,0,0,5,6,0,0,0,0,11,12,13,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
148,1,6,163,136,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,9,0,11,0,13,14,0,2,0,0,5,6,0,0,9,0,11,0,13,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
149,1,6,177,151,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7,8,0,0,0,12,0,14,0,0,3,4,0,6,7,8,0,0,0,12,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
150,1,6,14,232,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,6,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
151,1,6,10,235,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
152,1,6,25,18,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,2,3,4,5,0,7,8,9,0,11,12,13,14,1,2,3,4,5,6,7,8,9,0,11,12,13,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
153,1,6,228,222,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,14,0,0,0,0,0,6,0,0,0,0,0,12,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
154,1,6,230,225,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,14,0,0,0,0,0,6,0,0,9,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
155,1,6,218,204,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,12,0,14,0,0,0,0,0,6,0,0,9,0,0,12,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
156,1,6,51,34,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,3,4,5,0,7,8,0,0,11,12,13,14,0,2,3,4,5,6,7,8,0,0,11,12,13,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
157,1,6,80,68,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,3,4,5,0,7,8,0,0,11,12,0,14,0,2,3,4,5,6,7,8,0,0,11,12,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
158,1,6,72,59,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,3,4,5,0,7,8,0,0,11,0,13,14,0,2,3,4,5,6,7,8,0,0,11,0,13,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
159,1,6,54,42,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,2,3,4,5,0,7,8,0,0,11,0,13,14,1,2,3,4,5,6,7,8,0,0,11,0,13,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
160,1,6,99,67,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,3,4,5,0,7,8,9,0,11,0,0,14,0,2,3,4,5,6,7,8,9,0,11,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
161,1,6,58,36,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,3,4,5,0,7,8,9,0,11,0,13,14,0,2,3,4,5,6,7,8,9,0,11,0,13,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
162,1,7,146,121,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,5,6,0,8,0,0,11,12,0,14,0,2,0,0,5,6,7,8,0,0,11,12,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
163,1,7,150,127,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,5,6,0,8,9,0,11,0,0,14,0,2,0,0,5,6,7,8,9,0,11,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
164,1,7,147,118,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,2,0,0,5,0,0,8,0,0,11,0,13,14,1,2,0,0,5,0,7,8,0,0,11,0,13,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
165,1,7,145,116,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,5,0,0,8,9,0,11,12,0,14,0,2,0,0,5,0,7,8,9,0,11,12,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
166,1,7,134,108,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,5,0,0,8,0,0,11,12,13,14,0,2,0,0,5,0,7,8,0,0,11,12,13,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
167,1,7,46,33,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,2,0,0,5,6,0,8,9,0,11,12,13,14,1,2,0,0,5,6,7,8,9,0,11,12,13,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
168,1,7,142,112,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,5,6,0,8,0,0,11,0,13,14,0,2,0,0,5,6,7,8,0,0,11,0,13,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
169,1,7,135,110,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,5,0,0,8,9,0,11,0,13,14,0,2,0,0,5,0,7,8,9,0,11,0,13,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
170,1,7,207,196,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,9,0,0,0,0,14,0,0,0,0,0,6,7,8,9,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
171,1,7,76,50,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,2,0,0,5,6,0,8,9,0,11,0,13,14,1,2,0,0,5,6,7,8,9,0,11,0,13,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
172,1,7,231,226,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,14,0,0,0,0,0,0,7,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
173,1,7,162,141,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,5,0,0,8,0,0,11,0,13,14,0,2,0,0,5,0,7,8,0,0,11,0,13,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
174,1,7,71,45,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,5,6,0,8,9,0,11,12,13,14,0,2,0,0,5,6,7,8,9,0,11,12,13,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
175,1,7,70,48,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,2,0,0,5,0,0,8,9,0,11,12,13,14,1,2,0,0,5,0,7,8,9,0,11,12,13,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
176,1,7,79,49,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,2,0,0,5,6,0,8,0,0,11,12,13,14,1,2,0,0,5,6,7,8,0,0,11,12,13,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
177,1,7,217,203,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,12,0,14,0,0,0,0,0,0,7,8,0,0,0,12,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
178,1,7,221,210,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,14,0,0,0,0,0,0,7,8,9,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
179,1,7,224,211,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,14,0,0,0,0,0,6,7,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
180,1,7,164,144,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,5,0,0,8,0,0,11,12,0,14,0,2,0,0,5,0,7,8,0,0,11,12,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
181,1,7,175,154,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,5,0,0,8,9,0,11,0,0,14,0,2,0,0,5,0,7,8,9,0,11,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
182,1,7,178,159,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,5,6,0,8,0,0,11,0,0,14,0,2,0,0,5,6,7,8,0,0,11,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
183,1,7,104,75,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,2,0,0,5,0,0,8,0,0,11,12,13,14,1,2,0,0,5,0,7,8,0,0,11,12,13,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
184,1,7,193,170,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,5,0,0,8,0,0,11,0,0,14,0,2,0,0,5,0,7,8,0,0,11,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
